-e FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
-e 22702							Additional exposures > Local environment > Home locations	150	Home location - east co-ordinate (1km resolution)	Integer
-e 22703							Additional exposures > Local environment > Home locations	150	Home location - north co-ordinate (100m resolution)	Integer
-e 22704							Additional exposures > Local environment > Home locations	150	Home location - north co-ordinate (1km resolution)	Integer
-e 22828		YES-GENETIC					Genomics > Imputation	100319	Imputation from genotype (WTCHG)	Integer
-e 23000							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	1gG antigen for Herpes Simplex virus-1	Integer
-e 23001							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	2mgG unique antigen for Herpes Simplex virus-2	Integer
-e 23002							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	gE / gI antigen for Varicella Zoster Virus 	Integer
-e 23003							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	VCA p18 antigen for Epstein-Barr Virus	Integer
-e 23004							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	EBNA-1 antigen for Epstein-Barr Virus	Integer
-e 23005							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	ZEBRA antigen for Epstein-Barr Virus	Integer
-e 23006							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	EA-D antigen for Epstein-Barr Virus	Integer
-e 23007							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	pp150 Nter antigen for Human Cytomegalovirus	Integer
-e 23008							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	pp 52 antigen for Human Cytomegalovirus	Integer
-e 23009							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	pp 28 antigen for Human Cytomegalovirus	Integer
-e 23010							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	IE1A antigen for Human Herpesvirus-6	Integer
-e 23011							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	IE1B antigen for Human Herpesvirus-6	Integer
-e 23012							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	p101 k antigen for Human Herpesvirus-6	Integer
-e 23013							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	U14 antigen for Human Herpesvirus-7	Integer
-e 23014							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	LANA antigen for Kaposi's Sarcoma-Associated Herpesvirus	Integer
-e 23015							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	K8.1 antigen for Kaposi's Sarcoma-Associated Herpesvirus	Integer
-e 23016							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	HBc antigen for Hepatitis B Virus	Integer
-e 23017							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	HBe antigen for Hepatitis B Virus	Integer
-e 23018							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	Core antigen for Hepatitis C Virus	Integer
-e 23019							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	NS3 antigen for Hepatitis C Virus	Integer
-e 23020							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	p22 antigen for Toxoplasma gondii	Integer
-e 23021							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	sag1 antigen for Toxoplasma gondii	Integer
-e 23022							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	HTLV-1 gag antigen for Human T-Lymphotropic Virus 1	Integer
-e 23023							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	HTLV-1 env antigen for Human T-Lymphotropic Virus 1	Integer
-e 23024							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	HIV-1 gag antigen for Human Immunodeficiency Virus	Integer
-e 23025							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	HIV-1 env antigen for Human Immunodeficiency Virus	Integer
-e 23026							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	BK VP1 antigen for Human Polyomavirus BKV	Integer
-e 23027							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	JC VP1 antigen for Human Polyomavirus JCV	Integer
-e 23028							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	MC VP1 antigen for Merkel Cell Polyomavirus	Integer
-e 23029							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	L1 antigen for Human Papillomavirus type-16	Integer
-e 23030							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	E6 antigen for Human Papillomavirus type-16	Integer
-e 23031							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	E7 antigen for Human Papillomavirus type-16	Integer
-e 23032							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	L1 antigen for Human Papillomavirus type-18	Integer
-e 23033							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	momp D antigen for Chlamydia trachomatis	Integer
-e 23034							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	momp A antigen for Chlamydia trachomatis	Integer
-e 23035							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	tarp-D F1 antigen for Chlamydia trachomatis	Integer
-e 23036							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	tarp-D F2 antigen for Chlamydia trachomatis	Integer
-e 23037							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	PorB antigen for Chlamydia trachomatis	Integer
-e 23038							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	pGP3 antigen for Chlamydia trachomatis	Integer
-e 23039							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	CagA antigen for Helicobacter pylori	Integer
-e 23040							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	VacA antigen for Helicobacter pylori	Integer
-e 23041							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	OMP antigen for Helicobacter pylori	Integer
-e 23042							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	GroEL antigen for Helicobacter pylori	Integer
-e 23043							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	Catalase antigen for Helicobacter pylori	Integer
-e 23044							Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	UreA antigen for Helicobacter pylori	Integer
-e 23045		YES-CAT-SIN-MUL-VAL					Online follow-up > Cognitive function online > Mood	155	Very nervous mood over last week	Categorical single
-e 23046		YES-CAT-SIN-MUL-VAL					Online follow-up > Cognitive function online > Mood	155	Down in dumps over last week	Categorical single
-e 23047		YES-CAT-SIN-MUL-VAL					Online follow-up > Cognitive function online > Mood	155	Felt calm over last week	Categorical single
-e 23048		YES-DATE					Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	Antigen assay date	Date
-e 23049		YES-PROCESSING				7618	Biological samples > Blood assays > Infectious Diseases > Infectious Disease Antigens	1307	Antigen assay QC indicator	Categorical single
-e 23050						12	Biological samples > Blood assays > Infectious Diseases	51428	HSV-1 seropositivity for Herpes Simplex virus-1	Categorical single
-e 23051						12	Biological samples > Blood assays > Infectious Diseases	51428	HSV-2 seropositivity for Herpes Simplex virus-2	Categorical single
-e 23052						12	Biological samples > Blood assays > Infectious Diseases	51428	VZV seropositivity for Varicella Zoster Virus 	Categorical single
-e 23053						12	Biological samples > Blood assays > Infectious Diseases	51428	EBV seropositivity for Epstein-Barr Virus	Categorical single
-e 23054						12	Biological samples > Blood assays > Infectious Diseases	51428	CMV seropositivity for Human Cytomegalovirus	Categorical single
-e 23055						12	Biological samples > Blood assays > Infectious Diseases	51428	HHV-6 overall seropositivity for Human Herpesvirus-6	Categorical single
-e 23056						12	Biological samples > Blood assays > Infectious Diseases	51428	HHV-6A seropositivity for Human Herpesvirus-6	Categorical single
-e 23057						12	Biological samples > Blood assays > Infectious Diseases	51428	HHV-6B seropositivity for Human Herpesvirus-6	Categorical single
-e 23058						12	Biological samples > Blood assays > Infectious Diseases	51428	HHV-7 seropositivity for Human Herpesvirus-7	Categorical single
-e 23059						12	Biological samples > Blood assays > Infectious Diseases	51428	KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus	Categorical single
-e 23060						12	Biological samples > Blood assays > Infectious Diseases	51428	HBV seropositivity for Hepatitis B Virus	Categorical single
-e 23061						12	Biological samples > Blood assays > Infectious Diseases	51428	HCV seropositivity for Hepatitis C Virus	Categorical single
-e 23062						12	Biological samples > Blood assays > Infectious Diseases	51428	T. gondii seropositivity for Toxoplasma gondii	Categorical single
-e 23063						12	Biological samples > Blood assays > Infectious Diseases	51428	HTLV-1 seropositivity for Human T-Lymphotropic Virus 1	Categorical single
-e 23064						12	Biological samples > Blood assays > Infectious Diseases	51428	HIV-1 seropositivity for Human Immunodeficiency Virus	Categorical single
-e 23065						12	Biological samples > Blood assays > Infectious Diseases	51428	BKV seropositivity for Human Polyomavirus BKV	Categorical single
-e 23066						12	Biological samples > Blood assays > Infectious Diseases	51428	JCV seropositivity for Human Polyomavirus JCV	Categorical single
